Date,Country,City,Category,Product,Quantity,Sales Amount
2018-12-04 00:00:00,France,Paris,Vegetables,Carrots,6,5.7
2018-12-05 00:00:00,France,Lyon,Dairy,Butter,5,11.25
2018-12-05 00:00:00,France,Lyon,Fruits,Apples,8,6
2018-12-05 00:00:00,France,Lyon,Fruits,Bananas,9,8.55
2018-12-05 00:00:00,France,Lyon,Vegetables,Carrots,4,3.8
2018-12-05 00:00:00,France,Marseille,Dairy,Cheese,8,30
2018-12-05 00:00:00,France,Marseille,Fruits,Apples,4,3
2018-12-05 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-05 00:00:00,France,Marseille,Fruits,Oranges,7,8.75
2018-12-05 00:00:00,France,Marseille,Vegetables,Carrots,4,3.8
2018-12-05 00:00:00,France,Nice,Dairy,Cheese,3,11.25
2018-12-05 00:00:00,France,Nice,Vegetables,Potatoes,9,11.25
2018-12-05 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-06 00:00:00,France,Lyon,Fruits,Apples,7,5.25
2018-12-06 00:00:00,France,Lyon,Vegetables,Carrots,7,6.65
2018-12-06 00:00:00,France,Marseille,Dairy,Butter,5,11.25
2018-12-06 00:00:00,France,Marseille,Fruits,Bananas,4,3.8
2018-12-06 00:00:00,France,Marseille,Fruits,Bananas,5,4.75
2018-12-06 00:00:00,France,Marseille,Fruits,Bananas,8,7.6
2018-12-06 00:00:00,France,Marseille,Fruits,Bananas,9,8.55
2018-12-06 00:00:00,France,Marseille,Fruits,Oranges,4,5
2018-12-06 00:00:00,France,Marseille,Fruits,Oranges,6,7.5
2018-12-06 00:00:00,France,Marseille,Fruits,Oranges,8,10
2018-12-06 00:00:00,France,Marseille,Vegetables,Carrots,4,3.8
2018-12-06 00:00:00,France,Nice,Dairy,Butter,1,2.25
2018-12-06 00:00:00,France,Nice,Dairy,Cheese,3,11.25
2018-12-06 00:00:00,France,Nice,Fruits,Apples,2,1.5
2018-12-06 00:00:00,France,Nice,Fruits,Apples,5,3.75
2018-12-06 00:00:00,France,Nice,Fruits,Apples,7,5.25
2018-12-06 00:00:00,France,Nice,Fruits,Apples,8,6
2018-12-06 00:00:00,France,Nice,Fruits,Apples,9,6.75
2018-12-06 00:00:00,France,Nice,Fruits,Bananas,1,0.95
2018-12-06 00:00:00,France,Nice,Fruits,Bananas,4,3.8
2018-12-06 00:00:00,France,Nice,Fruits,Oranges,3,3.75
2018-12-06 00:00:00,France,Nice,Vegetables,Carrots,2,1.9
2018-12-06 00:00:00,France,Nice,Vegetables,Carrots,3,2.85
2018-12-06 00:00:00,France,Nice,Vegetables,Cucumbers,2,4.5
2018-12-06 00:00:00,France,Nice,Vegetables,Cucumbers,3,6.75
2018-12-06 00:00:00,France,Nice,Vegetables,Cucumbers,9,20.25
2018-12-06 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-06 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-07 00:00:00,France,Lyon,Dairy,Cheese,3,11.25
2018-12-07 00:00:00,France,Lyon,Fruits,Apples,3,2.25
2018-12-07 00:00:00,France,Lyon,Fruits,Bananas,7,6.65
2018-12-07 00:00:00,France,Lyon,Vegetables,Carrots,4,3.8
2018-12-07 00:00:00,France,Lyon,Vegetables,Cucumbers,6,13.5
2018-12-07 00:00:00,France,Lyon,Vegetables,Potatoes,1,1.25
2018-12-07 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-07 00:00:00,France,Nice,Fruits,Apples,4,3
2018-12-07 00:00:00,France,Nice,Fruits,Bananas,1,0.95
2018-12-07 00:00:00,France,Nice,Vegetables,Carrots,2,1.9
2018-12-07 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-12-07 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-12-07 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-07 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-12-07 00:00:00,France,Paris,Fruits,Bananas,8,7.6
2018-12-07 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-07 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-12-08 00:00:00,France,Lyon,Fruits,Bananas,3,2.85
2018-12-08 00:00:00,France,Lyon,Fruits,Bananas,8,7.6
2018-12-08 00:00:00,France,Lyon,Vegetables,Carrots,9,8.55
2018-12-08 00:00:00,France,Lyon,Vegetables,Cucumbers,2,4.5
2018-12-08 00:00:00,France,Lyon,Vegetables,Potatoes,4,5
2018-12-08 00:00:00,France,Marseille,Dairy,Cheese,9,33.75
2018-12-08 00:00:00,France,Marseille,Fruits,Apples,1,0.75
2018-12-08 00:00:00,France,Marseille,Fruits,Apples,6,4.5
2018-12-08 00:00:00,France,Marseille,Fruits,Apples,8,6
2018-12-08 00:00:00,France,Marseille,Vegetables,Carrots,6,5.7
2018-12-08 00:00:00,France,Marseille,Vegetables,Carrots,9,8.55
2018-12-08 00:00:00,France,Marseille,Vegetables,Cucumbers,6,13.5
2018-12-08 00:00:00,France,Marseille,Vegetables,Potatoes,9,11.25
2018-12-08 00:00:00,France,Marseille,Vegetables,Tomatoes,2,3.5
2018-12-08 00:00:00,France,Marseille,Vegetables,Tomatoes,6,10.5
2018-12-08 00:00:00,France,Nice,Fruits,Apples,1,0.75
2018-12-08 00:00:00,France,Nice,Fruits,Apples,3,2.25
2018-12-08 00:00:00,France,Nice,Fruits,Apples,9,6.75
2018-12-08 00:00:00,France,Nice,Fruits,Bananas,4,3.8
2018-12-08 00:00:00,France,Nice,Fruits,Oranges,2,2.5
2018-12-08 00:00:00,France,Paris,Dairy,Cheese,9,33.75
2018-12-08 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-08 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-08 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-12-08 00:00:00,France,Paris,Fruits,Apples,8,6
2018-12-08 00:00:00,France,Paris,Fruits,Apples,9,6.75
2018-12-08 00:00:00,France,Paris,Fruits,Bananas,3,2.85
2018-12-08 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-12-08 00:00:00,France,Paris,Fruits,Oranges,2,2.5
2018-12-08 00:00:00,France,Paris,Fruits,Oranges,5,6.25
2018-12-08 00:00:00,France,Paris,Vegetables,Carrots,4,3.8
2018-12-08 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-12-08 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-12-08 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-12-09 00:00:00,France,Lyon,Fruits,Apples,5,3.75
2018-12-09 00:00:00,France,Lyon,Fruits,Bananas,9,8.55
2018-12-09 00:00:00,France,Lyon,Fruits,Oranges,6,7.5
2018-12-09 00:00:00,France,Lyon,Vegetables,Carrots,5,4.75
2018-12-09 00:00:00,France,Lyon,Vegetables,Carrots,8,7.6
2018-12-09 00:00:00,France,Lyon,Vegetables,Carrots,9,8.55
2018-12-09 00:00:00,France,Lyon,Vegetables,Cucumbers,6,13.5
2018-12-09 00:00:00,France,Marseille,Fruits,Apples,4,3
2018-12-09 00:00:00,France,Marseille,Fruits,Apples,5,3.75
2018-12-09 00:00:00,France,Marseille,Fruits,Bananas,2,1.9
2018-12-09 00:00:00,France,Marseille,Fruits,Bananas,7,6.65
2018-12-09 00:00:00,France,Marseille,Vegetables,Carrots,2,1.9
2018-12-09 00:00:00,France,Marseille,Vegetables,Carrots,9,8.55
2018-12-09 00:00:00,France,Marseille,Vegetables,Cucumbers,9,20.25
2018-12-09 00:00:00,France,Marseille,Vegetables,Potatoes,9,11.25
2018-12-09 00:00:00,France,Nice,Dairy,Milk,3,7.5
2018-12-09 00:00:00,France,Nice,Fruits,Apples,3,2.25
2018-12-09 00:00:00,France,Nice,Fruits,Bananas,5,4.75
2018-12-09 00:00:00,France,Nice,Vegetables,Cucumbers,6,13.5
2018-12-09 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-12-09 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-12-09 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-12-09 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-09 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-12-09 00:00:00,France,Paris,Vegetables,Potatoes,7,8.75
2018-12-09 00:00:00,France,Paris,Vegetables,Tomatoes,2,3.5
2018-12-10 00:00:00,France,Marseille,Fruits,Apples,7,5.25
2018-12-10 00:00:00,France,Marseille,Fruits,Bananas,4,3.8
2018-12-10 00:00:00,France,Marseille,Fruits,Bananas,5,4.75
2018-12-10 00:00:00,France,Marseille,Fruits,Bananas,6,5.7
2018-12-10 00:00:00,France,Nice,Dairy,Cheese,2,7.5
2018-12-10 00:00:00,France,Nice,Fruits,Apples,2,1.5
2018-12-10 00:00:00,France,Nice,Fruits,Apples,5,3.75
2018-12-10 00:00:00,France,Nice,Fruits,Apples,9,6.75
2018-12-10 00:00:00,France,Nice,Vegetables,Carrots,6,5.7
2018-12-10 00:00:00,France,Nice,Vegetables,Carrots,9,8.55
2018-12-11 00:00:00,France,Lyon,Fruits,Apples,8,6
2018-12-11 00:00:00,France,Lyon,Fruits,Oranges,2,2.5
2018-12-11 00:00:00,France,Lyon,Fruits,Oranges,4,5
2018-12-11 00:00:00,France,Marseille,Dairy,Butter,8,18
2018-12-11 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-11 00:00:00,France,Marseille,Fruits,Oranges,5,6.25
2018-12-11 00:00:00,France,Marseille,Vegetables,Carrots,1,0.95
2018-12-11 00:00:00,France,Marseille,Vegetables,Cucumbers,1,2.25
2018-12-11 00:00:00,France,Nice,Fruits,Apples,6,4.5
2018-12-11 00:00:00,France,Nice,Fruits,Bananas,1,0.95
2018-12-11 00:00:00,France,Nice,Fruits,Bananas,9,8.55
2018-12-11 00:00:00,France,Nice,Fruits,Oranges,3,3.75
2018-12-11 00:00:00,France,Nice,Vegetables,Carrots,4,3.8
2018-12-11 00:00:00,France,Nice,Vegetables,Potatoes,2,2.5
2018-12-11 00:00:00,France,Paris,Dairy,Butter,2,4.5
2018-12-11 00:00:00,France,Paris,Dairy,Cheese,1,3.75
2018-12-11 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-12-11 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-11 00:00:00,France,Paris,Fruits,Oranges,3,3.75
2018-12-11 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-11 00:00:00,France,Paris,Vegetables,Potatoes,5,6.25
2018-12-12 00:00:00,France,Lyon,Fruits,Apples,4,3
2018-12-12 00:00:00,France,Lyon,Fruits,Bananas,6,5.7
2018-12-12 00:00:00,France,Marseille,Dairy,Cheese,3,11.25
2018-12-12 00:00:00,France,Marseille,Dairy,Cheese,9,33.75
2018-12-12 00:00:00,France,Marseille,Dairy,Milk,1,2.5
2018-12-12 00:00:00,France,Marseille,Fruits,Apples,7,5.25
2018-12-12 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-12 00:00:00,France,Marseille,Fruits,Bananas,1,0.95
2018-12-12 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-12 00:00:00,France,Marseille,Fruits,Bananas,6,5.7
2018-12-12 00:00:00,France,Marseille,Fruits,Bananas,9,8.55
2018-12-12 00:00:00,France,Marseille,Fruits,Oranges,7,8.75
2018-12-12 00:00:00,France,Marseille,Fruits,Oranges,8,10
2018-12-12 00:00:00,France,Marseille,Vegetables,Carrots,6,5.7
2018-12-12 00:00:00,France,Marseille,Vegetables,Cucumbers,6,13.5
2018-12-12 00:00:00,France,Marseille,Vegetables,Potatoes,1,1.25
2018-12-12 00:00:00,France,Nice,Fruits,Apples,5,3.75
2018-12-12 00:00:00,France,Nice,Fruits,Bananas,1,0.95
2018-12-12 00:00:00,France,Nice,Vegetables,Carrots,6,5.7
2018-12-12 00:00:00,France,Nice,Vegetables,Cucumbers,5,11.25
2018-12-12 00:00:00,France,Paris,Dairy,Cheese,1,3.75
2018-12-12 00:00:00,France,Paris,Dairy,Cheese,3,11.25
2018-12-12 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-12-12 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-12 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-12 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-12 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-12-12 00:00:00,France,Paris,Fruits,Apples,8,6
2018-12-12 00:00:00,France,Paris,Fruits,Bananas,2,1.9
2018-12-12 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-12-12 00:00:00,France,Paris,Fruits,Bananas,7,6.65
2018-12-12 00:00:00,France,Paris,Fruits,Oranges,1,1.25
2018-12-12 00:00:00,France,Paris,Vegetables,Carrots,5,4.75
2018-12-12 00:00:00,France,Paris,Vegetables,Carrots,8,7.6
2018-12-12 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-12-12 00:00:00,France,Paris,Vegetables,Cucumbers,8,18
2018-12-12 00:00:00,France,Paris,Vegetables,Potatoes,2,2.5
2018-12-12 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-12-13 00:00:00,France,Lyon,Dairy,Cheese,1,3.75
2018-12-13 00:00:00,France,Lyon,Fruits,Apples,1,0.75
2018-12-13 00:00:00,France,Lyon,Fruits,Bananas,3,2.85
2018-12-13 00:00:00,France,Lyon,Fruits,Bananas,7,6.65
2018-12-13 00:00:00,France,Lyon,Fruits,Oranges,1,1.25
2018-12-13 00:00:00,France,Lyon,Vegetables,Potatoes,2,2.5
2018-12-13 00:00:00,France,Marseille,Fruits,Apples,8,6
2018-12-13 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-13 00:00:00,France,Marseille,Fruits,Bananas,5,4.75
2018-12-13 00:00:00,France,Nice,Dairy,Milk,8,20
2018-12-13 00:00:00,France,Nice,Fruits,Bananas,1,0.95
2018-12-13 00:00:00,France,Nice,Fruits,Oranges,5,6.25
2018-12-13 00:00:00,France,Nice,Vegetables,Cucumbers,5,11.25
2018-12-13 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-12-13 00:00:00,France,Paris,Dairy,Milk,1,2.5
2018-12-13 00:00:00,France,Paris,Dairy,Milk,7,17.5
2018-12-13 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-12-13 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-13 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-13 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-12-13 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-12-13 00:00:00,France,Paris,Vegetables,Cucumbers,4,9
2018-12-14 00:00:00,France,Marseille,Dairy,Cheese,7,26.25
2018-12-14 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-14 00:00:00,France,Marseille,Fruits,Bananas,7,6.65
2018-12-14 00:00:00,France,Marseille,Fruits,Bananas,8,7.6
2018-12-14 00:00:00,France,Marseille,Fruits,Oranges,6,7.5
2018-12-14 00:00:00,France,Marseille,Vegetables,Cucumbers,8,18
2018-12-14 00:00:00,France,Paris,Dairy,Cheese,3,11.25
2018-12-14 00:00:00,France,Paris,Dairy,Cheese,8,30
2018-12-14 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-12-14 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-14 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-14 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-14 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-12-14 00:00:00,France,Paris,Fruits,Oranges,7,8.75
2018-12-14 00:00:00,France,Paris,Vegetables,Carrots,4,3.8
2018-12-14 00:00:00,France,Paris,Vegetables,Carrots,7,6.65
2018-12-14 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-12-14 00:00:00,France,Paris,Vegetables,Potatoes,6,7.5
2018-12-15 00:00:00,France,Lyon,Dairy,Milk,9,22.5
2018-12-15 00:00:00,France,Lyon,Fruits,Apples,7,5.25
2018-12-15 00:00:00,France,Marseille,Fruits,Apples,1,0.75
2018-12-15 00:00:00,France,Marseille,Fruits,Apples,6,4.5
2018-12-15 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-15 00:00:00,France,Nice,Vegetables,Cucumbers,9,20.25
2018-12-15 00:00:00,France,Paris,Dairy,Cheese,2,7.5
2018-12-15 00:00:00,France,Paris,Dairy,Milk,8,20
2018-12-15 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-12-15 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-15 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-12-15 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-15 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-12-15 00:00:00,France,Paris,Vegetables,Potatoes,1,1.25
2018-12-15 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-12-16 00:00:00,France,Lyon,Dairy,Butter,9,20.25
2018-12-16 00:00:00,France,Lyon,Fruits,Apples,8,6
2018-12-16 00:00:00,France,Lyon,Vegetables,Carrots,1,0.95
2018-12-16 00:00:00,France,Lyon,Vegetables,Cucumbers,9,20.25
2018-12-16 00:00:00,France,Lyon,Vegetables,Potatoes,8,10
2018-12-16 00:00:00,France,Marseille,Dairy,Cheese,4,15
2018-12-16 00:00:00,France,Marseille,Fruits,Apples,6,4.5
2018-12-16 00:00:00,France,Marseille,Fruits,Bananas,1,0.95
2018-12-16 00:00:00,France,Marseille,Fruits,Bananas,2,1.9
2018-12-16 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-16 00:00:00,France,Marseille,Fruits,Oranges,5,6.25
2018-12-16 00:00:00,France,Marseille,Vegetables,Carrots,3,2.85
2018-12-16 00:00:00,France,Marseille,Vegetables,Potatoes,5,6.25
2018-12-16 00:00:00,France,Nice,Dairy,Cheese,4,15
2018-12-16 00:00:00,France,Nice,Fruits,Apples,1,0.75
2018-12-16 00:00:00,France,Nice,Fruits,Apples,7,5.25
2018-12-16 00:00:00,France,Nice,Fruits,Apples,9,6.75
2018-12-16 00:00:00,France,Nice,Fruits,Bananas,3,2.85
2018-12-16 00:00:00,France,Nice,Fruits,Bananas,9,8.55
2018-12-16 00:00:00,France,Nice,Fruits,Oranges,2,2.5
2018-12-16 00:00:00,France,Nice,Vegetables,Cucumbers,1,2.25
2018-12-16 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-12-16 00:00:00,France,Paris,Dairy,Cheese,9,33.75
2018-12-16 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-16 00:00:00,France,Paris,Fruits,Bananas,1,0.95
2018-12-16 00:00:00,France,Paris,Fruits,Oranges,6,7.5
2018-12-16 00:00:00,France,Paris,Vegetables,Carrots,1,0.95
2018-12-16 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-16 00:00:00,France,Paris,Vegetables,Cucumbers,7,15.75
2018-12-17 00:00:00,France,Marseille,Fruits,Apples,4,3
2018-12-17 00:00:00,France,Marseille,Fruits,Apples,8,6
2018-12-17 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-17 00:00:00,France,Marseille,Fruits,Oranges,8,10
2018-12-17 00:00:00,France,Marseille,Vegetables,Cucumbers,1,2.25
2018-12-17 00:00:00,France,Paris,Fruits,Apples,1,0.75
2018-12-17 00:00:00,France,Paris,Fruits,Apples,2,1.5
2018-12-17 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-12-17 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-17 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-17 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-12-17 00:00:00,France,Paris,Fruits,Apples,8,6
2018-12-17 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-12-17 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-12-17 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-17 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-12-17 00:00:00,France,Paris,Vegetables,Potatoes,4,5
2018-12-17 00:00:00,France,Paris,Vegetables,Potatoes,5,6.25
2018-12-17 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-12-18 00:00:00,France,Lyon,Dairy,Cheese,7,26.25
2018-12-18 00:00:00,France,Lyon,Fruits,Apples,1,0.75
2018-12-18 00:00:00,France,Lyon,Fruits,Apples,4,3
2018-12-18 00:00:00,France,Lyon,Fruits,Bananas,7,6.65
2018-12-18 00:00:00,France,Lyon,Vegetables,Cucumbers,8,18
2018-12-18 00:00:00,France,Lyon,Vegetables,Potatoes,3,3.75
2018-12-18 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-18 00:00:00,France,Marseille,Fruits,Bananas,7,6.65
2018-12-18 00:00:00,France,Marseille,Fruits,Bananas,8,7.6
2018-12-18 00:00:00,France,Marseille,Fruits,Oranges,1,1.25
2018-12-18 00:00:00,France,Marseille,Fruits,Oranges,6,7.5
2018-12-18 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-18 00:00:00,France,Paris,Vegetables,Potatoes,8,10
2018-12-19 00:00:00,France,Lyon,Fruits,Apples,7,5.25
2018-12-19 00:00:00,France,Lyon,Fruits,Bananas,1,0.95
2018-12-19 00:00:00,France,Lyon,Vegetables,Carrots,9,8.55
2018-12-19 00:00:00,France,Lyon,Vegetables,Cucumbers,3,6.75
2018-12-19 00:00:00,France,Marseille,Dairy,Cheese,9,33.75
2018-12-19 00:00:00,France,Marseille,Fruits,Apples,6,4.5
2018-12-19 00:00:00,France,Marseille,Fruits,Apples,8,6
2018-12-19 00:00:00,France,Marseille,Fruits,Bananas,2,1.9
2018-12-19 00:00:00,France,Marseille,Fruits,Oranges,9,11.25
2018-12-19 00:00:00,France,Marseille,Vegetables,Carrots,4,3.8
2018-12-19 00:00:00,France,Marseille,Vegetables,Carrots,9,8.55
2018-12-19 00:00:00,France,Nice,Dairy,Cheese,2,7.5
2018-12-19 00:00:00,France,Nice,Fruits,Apples,9,6.75
2018-12-19 00:00:00,France,Nice,Vegetables,Carrots,4,3.8
2018-12-19 00:00:00,France,Nice,Vegetables,Cucumbers,6,13.5
2018-12-19 00:00:00,France,Nice,Vegetables,Tomatoes,5,8.75
2018-12-19 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-19 00:00:00,France,Paris,Fruits,Bananas,4,3.8
2018-12-19 00:00:00,France,Paris,Vegetables,Carrots,4,3.8
2018-12-19 00:00:00,France,Paris,Vegetables,Potatoes,9,11.25
2018-12-20 00:00:00,France,Marseille,Fruits,Apples,1,0.75
2018-12-20 00:00:00,France,Marseille,Fruits,Apples,4,3
2018-12-20 00:00:00,France,Marseille,Vegetables,Potatoes,6,7.5
2018-12-20 00:00:00,France,Nice,Fruits,Apples,6,4.5
2018-12-20 00:00:00,France,Nice,Fruits,Bananas,6,5.7
2018-12-20 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-12-20 00:00:00,France,Paris,Fruits,Apples,5,3.75
2018-12-20 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-20 00:00:00,France,Paris,Fruits,Apples,7,5.25
2018-12-20 00:00:00,France,Paris,Vegetables,Cucumbers,3,6.75
2018-12-20 00:00:00,France,Paris,Vegetables,Potatoes,3,3.75
2018-12-21 00:00:00,France,Lyon,Dairy,Cheese,3,11.25
2018-12-21 00:00:00,France,Lyon,Dairy,Milk,7,17.5
2018-12-21 00:00:00,France,Lyon,Dairy,Milk,9,22.5
2018-12-21 00:00:00,France,Lyon,Fruits,Apples,1,0.75
2018-12-21 00:00:00,France,Lyon,Fruits,Apples,4,3
2018-12-21 00:00:00,France,Marseille,Dairy,Butter,2,4.5
2018-12-21 00:00:00,France,Marseille,Dairy,Milk,5,12.5
2018-12-21 00:00:00,France,Marseille,Fruits,Apples,3,2.25
2018-12-21 00:00:00,France,Marseille,Fruits,Apples,4,3
2018-12-21 00:00:00,France,Marseille,Fruits,Apples,9,6.75
2018-12-21 00:00:00,France,Marseille,Fruits,Bananas,4,3.8
2018-12-21 00:00:00,France,Marseille,Fruits,Bananas,7,6.65
2018-12-21 00:00:00,France,Marseille,Fruits,Oranges,8,10
2018-12-21 00:00:00,France,Marseille,Vegetables,Carrots,6,5.7
2018-12-21 00:00:00,France,Marseille,Vegetables,Carrots,8,7.6
2018-12-21 00:00:00,France,Marseille,Vegetables,Cucumbers,4,9
2018-12-21 00:00:00,France,Marseille,Vegetables,Cucumbers,5,11.25
2018-12-21 00:00:00,France,Nice,Dairy,Butter,2,4.5
2018-12-21 00:00:00,France,Nice,Fruits,Apples,2,1.5
2018-12-21 00:00:00,France,Nice,Fruits,Bananas,3,2.85
2018-12-21 00:00:00,France,Nice,Vegetables,Cucumbers,8,18
2018-12-21 00:00:00,France,Paris,Dairy,Cheese,7,26.25
2018-12-21 00:00:00,France,Paris,Dairy,Milk,1,2.5
2018-12-21 00:00:00,France,Paris,Fruits,Apples,6,4.5
2018-12-21 00:00:00,France,Paris,Fruits,Bananas,5,4.75
2018-12-21 00:00:00,France,Paris,Fruits,Bananas,9,8.55
2018-12-21 00:00:00,France,Paris,Vegetables,Carrots,1,0.95
2018-12-21 00:00:00,France,Paris,Vegetables,Carrots,3,2.85
2018-12-21 00:00:00,France,Paris,Vegetables,Cucumbers,6,13.5
2018-12-21 00:00:00,France,Paris,Vegetables,Potatoes,9,11.25
2018-12-22 00:00:00,France,Lyon,Dairy,Cheese,3,11.25
2018-12-22 00:00:00,France,Lyon,Fruits,Apples,2,1.5
2018-12-22 00:00:00,France,Lyon,Fruits,Apples,4,3
2018-12-22 00:00:00,France,Lyon,Vegetables,Carrots,7,6.65
2018-12-22 00:00:00,France,Marseille,Dairy,Cheese,5,18.75
2018-12-22 00:00:00,France,Marseille,Dairy,Milk,8,20
2018-12-22 00:00:00,France,Marseille,Fruits,Apples,5,3.75
2018-12-22 00:00:00,France,Marseille,Fruits,Bananas,1,0.95
2018-12-22 00:00:00,France,Marseille,Fruits,Bananas,3,2.85
2018-12-22 00:00:00,France,Marseille,Fruits,Bananas,8,7.6
2018-12-22 00:00:00,France,Nice,Fruits,Apples,1,0.75
2018-12-22 00:00:00,France,Nice,Fruits,Apples,5,3.75
2018-12-22 00:00:00,France,Nice,Fruits,Bananas,9,8.55
2018-12-22 00:00:00,France,Nice,Fruits,Oranges,6,7.5
2018-12-22 00:00:00,France,Nice,Vegetables,Carrots,1,0.95
2018-12-22 00:00:00,France,Nice,Vegetables,Carrots,8,7.6
2018-12-22 00:00:00,France,Nice,Vegetables,Tomatoes,5,8.75
2018-12-22 00:00:00,France,Paris,Dairy,Butter,9,20.25
2018-12-22 00:00:00,France,Paris,Dairy,Cheese,2,7.5
2018-12-22 00:00:00,France,Paris,Dairy,Cheese,5,18.75
2018-12-22 00:00:00,France,Paris,Fruits,Apples,3,2.25
2018-12-22 00:00:00,France,Paris,Fruits,Apples,4,3
2018-12-22 00:00:00,France,Paris,Fruits,Apples,8,6
2018-12-22 00:00:00,France,Paris,Fruits,Bananas,6,5.7
2018-12-22 00:00:00,France,Paris,Fruits,Oranges,4,5
2018-12-22 00:00:00,France,Paris,Vegetables,Carrots,2,1.9
2018-12-22 00:00:00,France,Paris,Vegetables,Cucumbers,4,9
2018-12-22 00:00:00,France,Paris,Vegetables,Potatoes,1,1.25
2018-12-23 00:00:00,France,Lyon,Dairy,Milk,6,15
2018-12-23 00:00:00,France,Lyon,Fruits,Apples,4,3
